Fake Gambit
Nnodes, Ncells, Ngroups, Nboundaries, Skip, Skip
273 484 0 4 0 0
---------------------
Nodes coordinates
1.736531710925297 0.90939007620596 76
0.08613067098695333 0.2508173017627077 77
1.918248554029081 0.7443419490532103 78
0.08436963044100407 0.8461324865404923 79
1.846132486540052 0.08436963044169295 80
0.1591825619058593 0.09056972474478242 81
0.08652389547988566 0.3501362169619352 82
0.1731919732735693 0.4000227028286728 83
0.1732028961758588 0.5000037838061302 84
0.2598050724573318 0.4500044144405129 85
0.2598068322581242 0.5500013663754753 86
0.3464096052537202 0.500000963470641 87
0.3464101615127556 0.4000000000022273 88
0.4338620699521499 0.4491912461713757 89
0.433331420997746 0.5499127848016847 90
0.5196152422691073 0.5000000000022228 91
0.5196152422692343 0.4000000000024254 92
0.6062514219964046 0.4500582650639411 93
0.6063668351327793 0.5500379021174662 94
0.6928636204134563 0.4999937731796975 95
0.692866785164188 0.4000669381038559 96
0.7794378233250937 0.4500101185489935 97
0.7794714449031309 0.5499319866313743 98
0.8660359940190754 0.4999903508651667 99
0.8660296621420748 0.4000000782375203 100
0.952630418926834 0.4499984048523032 101
0.952629055130315 0.5499990438557172 102
1.039231082161706 0.4999995747865554 103
1.036513589511482 0.5952934763208828 104
1.12538030868325 0.5492155085197932 105
1.125757671815573 0.449869180553048 106
1.212347553739789 0.4998474481808036 107
1.210335743636662 0.4035426099437509 108
1.296616193131928 0.4541283122163399 109
1.298619784991033 0.5506626267348098 110
1.383110000175155 0.5043617923541401 111
1.385149151625577 0.6008374031834278 112
1.471739496379958 0.5508665325917642 113
1.461869931973216 0.439002614519303 114
1.55837246530468 0.500631714970048 115
1.566250491778454 0.6051060910360142 116
1.558845726809117 0.4000000000036332 117
1.299038105674325 0.3500000000032191 118
1.646708952850376 0.452425476280634 119
1.113944135290537 0.6576617695197645 120
1.126413457073936 0.3518910820454465 121
0.9490628382975941 0.6436794080048297 122
1.646141082640096 0.3512403090107 123
1.556763808885571 0.3071861609957616 124
1.298982844795135 0.6500911096913093 125
1.385549520167884 0.7001547521475129 126
0.9526290663484784 0.3499997471835535 127
0.8660263005404019 0.2999999709053602 128
1.731752731170689 0.4006109642178499 129
1.740191612751342 0.3074483040854761 130
1.733568350378259 0.5018426398794176 131
1.299911167501821 0.7484865313120675 132
1.386668428331006 0.7982191015821309 133
1.474973849354793 0.7498903615699631 134
0.958501642198633 0.2439349449505956 135
0.8609593499220256 0.1981176610020568 136
0.7785786705537607 0.2496862719863671 137
0.773914923030818 0.1552965108053189 138
1.818653347943919 0.4500000000039588 139
0.6933923248276279 0.206121384209121 140
1.470216438068428 0.848300581562453 141
1.561283606743081 0.8062996031687787 142
1.645038229171951 0.8588330919618278 143
1.651454032784656 0.7630381940440107 144
1.565595713169354 0.7064305150153143 145
1.664709029350204 0.6645407741082202 146
1.753045818630807 0.7391813702093535 147
1.760333615316126 0.6273934715099001 148
1.653485642669657 0.5639211426986923 149
1.39033871720756 0.8912565073248553 150
0.173111143794941 0.3001627035934732 151
0.1703018238314087 0.1994089234458575 152
0.260048372975119 0.2499286045085688 153
0.2569715489349844 0.1494939110585624 154
0.347906705615791 0.1968747814209928 155
0.4424256390383497 0.1466966792848179 156
0.4373701490547937 0.2466816592153707 157
0.5251933847196749 0.196168074290009 158
0.5228389764055457 0.2960890354478246 159
0.3490115424119927 0.298646614131628 160
1.050000000003827 0.9133974596219377 161
1.000001949315817 0.8276703783149557 162
0.9000936964885146 0.8349282362110202 163
1.100021503105365 0.8256443449373643 164
1.054137200304786 0.7458921081653447 165
1.917861601387825 0.6527628628521369 166
1.847566107873437 0.9166940484780925 167
1.802202980613602 0.833810652814357 168
1.212435565295855 0.7000000000025494 169
1.209135428020649 0.8090579495082311 170
0.08660217628137371 0.5500006306356537 171
0.1732045244972403 0.6000009634701255 172
0.2598073969450288 0.6500003883084742 173
0.1732049506813357 0.7000002252969383 174
0.2598075620901291 0.7500001022683174 175
0.3465099673111699 0.7000000817638791 176
0.3471636518065789 0.8025173993927753 177
0.43339647899148 0.7506177369708824 178
0.2598076211336156 0.8500000000011085 179
0.4381125475125973 0.8517843729826284 180
0.5204787309217752 0.8005203318661893 181
0.5201625487922554 0.7002456981484624 182
0.6058392339680638 0.7482067312912961 183
0.6064420056569115 0.6497295537845996 184
0.693080348583311 0.6994504549910079 185
0.6971289301007323 0.8143873215730781 186
0.7811011157869219 0.7454658124043189 187
0.4333998300579708 0.6501262858158767 188
0.6500000000028141 0.9133974596212592 189
0.8500056909949827 0.9145619293589393 190
1.749355414422747 0.08623038872245987 191
1.799247983493382 0.1674720590317665 192
1.907884013023893 0.1621220559094091 193
1.836949308462799 0.2592938530580713 194
1.699491312025644 0.1660901665057847 195
1.599639297710296 0.1657615606401829 196
1.549939882950772 0.0853619536924799 197
1.499929863442742 0.1662985691095316 198
1.399988310572726 0.1720539954828191 199
1.463419078931995 0.2612584523278084 200
1.350755921717895 0.2600438689741141 201
1.300124038714153 0.1730526078515358 202
1.249986344350299 0.2556707569748016 203
1.40216421355244 0.3466059694533168 204
1.200006704509392 0.1727244560699094 205
1.250021790536027 0.08649702411325674 206
1.100939497607347 0.1666828393678521 207
0.6928040024324762 0.3001453212908928 208
1.474124032132049 0.6515816256608361 209
1.051427546339667 0.0851390703313057 210
1.2102850321326 0.6012464104415048 211
0.7792905406929991 0.3499847831788316 212
0.8655080357756294 0.5988164834673297 213
0.5384684705533945 0.09141159411724556 214
1.039315363477635 0.4002929982373074 215
1.046273803611676 0.3049799335320914 216
1.350022356636361 0.08636769463772571 217
1.151526155189751 0.9102495356149484 218
0.3465441754706267 0.6000069784226718 219
0.08623036704271969 0.7493554519732815 220
0.2598076211348589 0.350000000002633 221
0.1727708686907022 0.7992480443465941 222
0.1628790287177837 0.9078840217177714 223
0.6929672095479102 0.5998108711449092 224
0.5198863138177949 0.6000087041117187 225
0.7797330057171155 0.6488420273200869 226
0.6065412457896198 0.349675984975113 227
0.8626608708636461 0.6923457364783663 228
0.4364471657097319 0.3468241898819598 229
0.853007019296631 0.09516541649879795 230
1.929089653437459 0.4499999999999139 231
0.6064911141031863 0.2478958756053879 232
1.815237891450489 0.5489130437243486 233
1.139200442817734 0.2572949963346022 234
1.813161467470112 0.3509034319774229 235
0.9492355022635899 0.7432576498950846 236
1.007971140141421 0.1610875206880779 237
1.905671323950469 0.8417995820682622 238
0.08212753751746361 0.1530678781042413 239
1.648344474240214 0.255016377768283 240
1.836500015189298 0.6973803684748494 241
1.306948280633281 0.8446690984237448 242
0.8024556094493109 0.835075415141833 243
0.6011918171948203 0.8383348635797758 244
1.137916512461311 0.7471687836517069 245
1.487251569626034 0.3500000000036115 246
0.6147824842213673 0.1575724676250196 247
0.7499999999980953 0.06955234963831383 248
1.717654554425263 0.8208506770471017 249
0.2530467821876 0.06578358757518819 250
1.9316461562217 0.2542831817930851 251
0.2511331971036693 0.9332191893036197 252
0.4500000000018724 0.9347437364672785 253
0.4459947819375608 0.06539251509493191 254
1.46303658113558 0.9303035541056913 255
1.373297004014281 0.4213798151640696 256
1.202548376892417 0.3226313054810656 257
1.848666116593061 0.6152899493120112 258
0.07320508075687601 0.9267949192431241 259
1.926794919242843 0.07320508075703691 260
1.926794919242813 0.926794919242854 261
0.07320508075664378 0.07320508075680904 262
1.649281429117631 0.9393807950768711 263
0.9290074415065622 0.1584045600020602 264
1.749999999999335 0.2280145523763055 265
0.8505485337305063 0.771825554380384 266
1.022927405781579 0.6717622392750283 267
1.549999999999038 0.2270526580524261 268
1.050577305275362 0.2267960469746438 269
0.7001442704234888 0.1315491889041928 270
1.323562467547499 0.930340067341298 271
1.844886705894355 0.7709555048901131 272
-------------------------
Element connectivity
5 131 148 149 0
5 72 139 235 1
5 139 72 231 2
5 66 139 231 3
5 139 66 233 4
5 170 60 218 5
5 186 74 189 6
5 65 180 181 7
5 164 170 218 8
5 158 156 214 9
5 152 81 154 10
5 148 131 233 11
5 74 186 243 12
5 180 65 253 13
5 214 156 254 14
5 146 116 149 15
5 145 116 146 16
5 23 24 193 17
5 49 50 223 18
5 148 146 149 19
5 154 81 250 20
5 114 204 246 21
5 115 119 149 22
5 145 134 209 23
5 204 114 256 24
5 130 194 235 25
5 154 69 155 26
5 177 75 179 27
5 194 130 265 28
5 23 193 260 29
5 223 50 259 30
5 68 142 143 31
5 186 189 244 32
5 155 69 156 33
5 75 177 180 34
5 121 216 234 35
5 60 170 242 36
5 116 145 209 37
5 167 168 238 38
5 116 115 149 39
5 119 131 149 40
5 136 138 230 41
5 68 141 142 42
5 76 143 249 43
5 143 76 263 44
5 142 134 145 45
5 81 152 239 46
5 165 120 245 47
5 89 88 229 48
5 234 216 269 49
5 120 165 267 50
5 136 230 264 51
5 208 227 232 52
5 200 124 246 53
5 238 168 272 54
5 153 160 221 55
5 186 187 243 56
5 177 178 180 57
5 194 72 235 58
5 124 200 268 59
5 65 181 244 60
5 168 147 272 61
5 201 118 203 62
5 147 168 249 63
5 180 178 181 64
5 88 160 229 65
5 143 142 144 66
5 155 156 157 67
5 170 164 245 68
5 118 201 204 69
5 92 159 227 70
5 160 88 221 71
5 153 155 160 72
5 92 89 229 73
5 227 159 232 74
5 181 178 182 75
5 144 142 145 76
5 157 156 158 77
5 159 92 229 78
5 155 157 160 79
5 188 176 219 80
5 179 75 252 81
5 69 154 250 82
5 72 194 251 83
5 90 91 225 84
5 140 208 232 85
5 90 188 219 86
5 178 176 188 87
5 181 182 183 88
5 144 145 146 89
5 157 158 159 90
5 188 90 225 91
5 182 178 188 92
5 183 182 184 93
5 144 146 147 94
5 91 94 225 95
5 183 184 185 96
5 147 146 148 97
5 183 185 186 98
5 186 185 187 99
5 13 14 210 100
5 67 82 83 101
5 64 205 207 102
5 205 64 206 103
5 67 56 82 104
5 55 56 67 105
5 64 15 206 106
5 70 13 210 107
5 151 77 152 108
5 15 16 206 109
5 66 28 166 110
5 55 67 171 111
5 14 64 210 112
5 41 42 61 113
5 16 17 217 114
5 27 28 66 115
5 82 77 151 116
5 57 77 82 117
5 163 61 190 118
5 169 120 211 119
5 171 84 172 120
5 84 86 172 121
5 54 55 171 122
5 206 16 217 123
5 151 152 153 124
5 56 57 82 125
5 71 54 171 126
5 33 76 167 127
5 61 42 190 128
5 29 78 166 129
5 67 83 84 130
5 33 34 76 131
5 167 76 168 132
5 174 173 175 133
5 32 33 167 134
5 63 197 198 135
5 191 80 192 136
5 63 198 199 137
5 153 152 154 138
5 45 65 189 139
5 21 80 191 140
5 28 29 166 141
5 120 105 211 142
5 191 192 195 143
5 192 80 193 144
5 67 84 171 145
5 43 44 74 146
5 29 30 78 147
5 134 126 209 148
5 126 112 209 149
5 153 154 155 150
5 172 173 174 151
5 64 207 210 152
5 74 44 189 153
5 192 193 194 154
5 197 196 198 155
5 43 74 190 156
5 41 61 161 157
5 199 198 200 158
5 63 18 197 159
5 73 191 195 160
5 57 58 77 161
5 125 169 211 162
5 110 125 211 163
5 132 126 133 164
5 73 196 197 165
5 100 97 212 166
5 172 86 173 167
5 125 126 132 168
5 125 112 126 169
5 104 105 120 170
5 17 63 217 171
5 47 48 75 172
5 133 141 150 173
5 21 22 80 174
5 161 162 164 175
5 73 20 191 176
5 110 112 125 177
5 96 208 212 178
5 201 200 204 179
5 110 111 112 180
5 133 134 141 181
5 107 109 110 182
5 113 116 209 183
5 42 43 190 184
5 112 113 209 185
5 119 129 131 186
5 113 115 116 187
5 71 171 172 188
5 19 73 197 189
5 199 200 201 190
5 73 195 196 191
5 19 20 73 192
5 136 128 137 193
5 14 15 64 194
5 136 137 138 195
5 20 21 191 196
5 138 137 140 197
5 97 96 212 198
5 102 103 104 199
5 110 109 111 200
5 104 103 105 201
5 133 126 134 202
5 105 107 211 203
5 17 18 63 204
5 131 129 139 205
5 128 100 212 206
5 112 111 113 207
5 161 61 162 208
5 44 45 189 209
5 45 46 65 210
5 6 7 69 211
5 107 110 211 212
5 169 132 170 213
5 18 19 197 214
5 140 137 208 215
5 102 104 122 216
5 202 201 203 217
5 125 132 169 218
5 135 128 136 219
5 91 89 92 220
5 98 99 213 221
5 105 106 107 222
5 164 162 165 223
5 141 134 142 224
5 99 102 213 225
5 119 123 129 226
5 107 108 109 227
5 95 93 96 228
5 99 101 102 229
5 113 114 115 230
5 115 117 119 231
5 102 101 103 232
5 137 128 212 233
5 199 201 202 234
5 127 100 128 235
5 99 100 101 236
5 202 203 205 237
5 98 97 99 238
5 102 122 213 239
5 8 9 214 240
5 95 97 98 241
5 99 97 100 242
5 91 92 93 243
5 105 103 106 244
5 95 96 97 245
5 127 128 135 246
5 208 137 212 247
5 101 100 127 248
5 107 106 108 249
5 9 10 62 250
5 94 93 95 251
5 103 101 215 252
5 35 36 68 253
5 129 123 130 254
5 113 111 114 255
5 84 83 85 256
5 101 127 215 257
5 109 108 118 258
5 4 5 81 259
5 38 39 60 260
5 25 26 72 261
5 175 173 176 262
5 90 89 91 263
5 106 103 215 264
5 51 52 79 265
5 119 117 123 266
5 115 114 117 267
5 91 93 94 268
5 215 127 216 269
5 9 62 214 270
5 87 85 88 271
5 108 106 121 272
5 121 106 215 273
5 127 135 216 274
5 202 205 206 275
5 162 61 163 276
5 83 82 151 277
5 87 88 89 278
5 121 215 216 279
5 63 199 217 280
5 123 117 124 281
5 176 173 219 282
5 87 89 90 283
5 177 176 178 284
5 199 202 217 285
5 71 172 174 286
5 53 54 71 287
5 175 177 179 288
5 86 85 87 289
5 175 176 177 290
5 84 85 86 291
5 12 13 70 292
5 202 206 217 293
5 39 40 218 294
5 60 39 218 295
5 40 41 161 296
5 173 86 219 297
5 86 87 219 298
5 52 53 220 299
5 79 220 222 300
5 79 52 220 301
5 161 164 218 302
5 53 71 220 303
5 87 90 219 304
5 151 153 221 305
5 40 161 218 306
5 85 83 221 307
5 220 174 222 308
5 71 174 220 309
5 83 151 221 310
5 88 85 221 311
5 174 175 222 312
5 175 179 222 313
5 79 222 223 314
5 222 179 223 315
5 184 94 224 316
5 94 95 224 317
5 184 182 225 318
5 185 184 224 319
5 95 98 224 320
5 182 188 225 321
5 208 96 227 322
5 93 92 227 323
5 185 224 226 324
5 224 98 226 325
5 94 184 225 326
5 98 213 226 327
5 187 185 226 328
5 226 213 228 329
5 187 226 228 330
5 96 93 227 331
5 213 122 228 332
5 147 148 241 333
5 140 247 270 334
5 11 12 230 335
5 27 66 231 336
5 72 26 231 337
5 205 203 234 338
5 139 129 235 339
5 157 159 229 340
5 160 157 229 341
5 158 214 247 342
5 165 162 236 343
5 70 210 237 344
5 152 77 239 345
5 30 31 238 346
5 58 59 239 347
5 123 124 240 348
5 131 139 233 349
5 12 70 230 350
5 26 27 231 351
5 159 158 232 352
5 207 205 234 353
5 129 130 235 354
5 133 150 242 355
5 170 132 242 356
5 163 190 243 357
5 196 195 240 358
5 11 230 248 359
5 247 62 270 360
5 156 69 254 361
5 75 180 253 362
5 162 163 236 363
5 183 186 244 364
5 228 122 236 365
5 210 207 237 366
5 78 30 238 367
5 77 58 239 368
5 68 143 263 369
5 130 123 240 370
5 117 114 246 371
5 203 118 257 372
5 230 138 248 373
5 62 10 248 374
5 230 70 264 375
5 6 69 250 376
5 81 5 250 377
5 75 48 252 378
5 25 72 251 379
5 140 232 247 380
5 118 204 256 381
5 47 75 253 382
5 65 46 253 383
5 69 7 254 384
5 8 214 254 385
5 144 147 249 386
5 120 169 245 387
5 150 37 271 388
5 109 118 256 389
5 114 111 256 390
5 118 108 257 391
5 166 78 241 392
5 2 23 260 393
5 22 2 260 394
5 193 80 260 395
5 1 51 259 396
5 3 32 261 397
5 31 3 261 398
5 59 0 262 399
5 0 4 262 400
5 50 1 259 401
5 79 223 259 402
5 76 34 263 403
5 35 68 263 404
5 204 200 246 405
5 37 38 271 406
5 200 198 268 407
5 104 120 267 408
5 192 194 265 409
5 147 241 272 410
5 168 76 249 411
5 66 166 258 412
5 165 236 267 413
5 240 195 265 414
5 132 133 242 415
5 190 74 243 416
5 240 124 268 417
5 233 66 258 418
5 130 240 265 419
5 169 170 245 420
5 189 65 244 421
5 207 234 269 422
5 216 135 269 423
5 181 183 244 424
5 236 122 267 425
5 236 163 266 426
5 228 236 266 427
5 164 165 245 428
5 37 150 255 429
5 78 238 272 430
5 196 240 268 431
5 124 117 246 432
5 49 223 252 433
5 193 24 251 434
5 36 37 255 435
5 214 62 247 436
5 141 68 255 437
5 135 237 269 438
5 68 36 255 439
5 143 144 249 440
5 10 11 248 441
5 135 136 264 442
5 241 148 258 443
5 232 158 247 444
5 5 6 250 445
5 24 25 251 446
5 194 193 251 447
5 223 179 252 448
5 48 49 252 449
5 242 150 271 450
5 46 47 253 451
5 7 8 254 452
5 234 203 257 453
5 237 135 264 454
5 150 141 255 455
5 239 59 262 456
5 238 31 261 457
5 163 243 266 458
5 111 109 256 459
5 108 121 257 460
5 80 22 260 461
5 32 167 261 462
5 51 79 259 463
5 4 81 262 464
5 34 35 263 465
5 62 248 270 466
5 121 234 257 467
5 70 237 264 468
5 195 192 265 469
5 122 104 267 470
5 198 196 268 471
5 148 233 258 472
5 138 140 270 473
5 38 60 271 474
5 187 228 266 475
5 81 239 262 476
5 167 238 261 477
5 60 242 271 478
5 166 241 258 479
5 237 207 269 480
5 243 187 266 481
5 241 78 272 482
5 248 138 270 483
----- Boundary 1 ----
1 1 10 0 0 
3 1 51 
3 51 52 
3 52 53 
3 53 54 
3 54 55 
3 55 56 
3 56 57 
3 57 58 
3 58 59 
3 59 0 
--------------------
----- Boundary 2----
2 1 10 0 0 
3 2 23 
3 23 24 
3 24 25 
3 25 26 
3 26 27 
3 27 28 
3 28 29 
3 29 30 
3 30 31 
3 31 3 
--------------------
----- Boundary 3----
3 1 20 0 0 
3 3 32 
3 32 33 
3 33 34 
3 34 35 
3 35 36 
3 36 37 
3 37 38 
3 38 39 
3 39 40 
3 40 41 
3 41 42 
3 42 43 
3 43 44 
3 44 45 
3 45 46 
3 46 47 
3 47 48 
3 48 49 
3 49 50 
3 50 1 
------------------
-------Boundary 4----
4 1 20 0 0 
3 0 4 
3 4 5 
3 5 6 
3 6 7 
3 7 8 
3 8 9 
3 9 10 
3 10 11 
3 11 12 
3 12 13 
3 13 14 
3 14 15 
3 15 16 
3 16 17 
3 17 18 
3 18 19 
3 19 20 
3 20 21 
3 21 22 
3 22 2 

